[timestamp] {imbalance_prev, dS_prev, imbalance_curr}. Buy/Sell price (timestamp). [Asset, Cash]
[36084500] {3, 100, 3}.   Buy at 35.78 (36084458). [-12, 424.02].
[36085900] {3, -100, 3}. Sell at 35.76 (36085829). [-13, 459.78].
[36086400] {3, -100, 3}. Sell at 35.76 (36086394). [-14, 495.54].
[36086900] {3, 100, 3}.   Buy at 35.78 (36086888). [-13, 459.76].
[36087000] {3, -100, 3}. Sell at 35.76 (36086996). [-14, 495.52].
[36087100] {3, 100, 3}.   Buy at 35.78 (36087025). [-13, 459.74].
[36090100] {2, 100, 2}.   Buy at 35.80 (36090073). [-12, 423.94].
[36109200] {3, 100, 3}.   Buy at 35.80 (36109195). [-11, 388.14].
[36131200] {2, -100, 2}. Sell at 35.78 (36131197). [-12, 423.92].
[36138800] {3, -100, 3}. Sell at 35.78 (36138746). [-13, 459.70].
[36138900] {3, 100, 3}.   Buy at 35.80 (36138847). [-12, 423.90].
[36140700] {3, 100, 3}.   Buy at 35.81 (36140683). [-11, 388.09].
[36180000] {2, -100, 2}. Sell at 35.79 (36179997). [-12, 423.88].
[36231000] {2, -100, 2}. Sell at 35.82 (36230932). [-13, 459.70].
[36271400] {1, -100, 1}. Sell at 35.81 (36271368). [-14, 495.51].
[36306100] {2, 100, 2}.   Buy at 35.84 (36306035). [-13, 459.67].
[36324100] {2, 100, 2}.   Buy at 35.84 (36324032). [-12, 423.83].
[36329100] {2, -100, 2}. Sell at 35.82 (36329060). [-13, 459.65].
[36329700] {3, 100, 3}.   Buy at 35.84 (36329700). [-12, 423.81].
[36331600] {2, -100, 2}. Sell at 35.82 (36331595). [-13, 459.63].
[36356700] {2, 100, 2}.   Buy at 35.84 (36356661). [-12, 423.79].
[36360300] {2, 100, 2}.   Buy at 35.84 (36360297). [-11, 387.95].
[36399100] {3, 100, 3}.   Buy at 35.86 (36399099). [-10, 352.09].
[36417600] {2, 100, 2}.   Buy at 35.86 (36417598). [-9, 316.23].
[36417700] {2, -100, 2}. Sell at 35.84 (36417678). [-10, 352.07].
[36434700] {2, 100, 2}.   Buy at 35.86 (36434681). [-9, 316.21].
[36466600] {1, -100, 1}. Sell at 35.84 (36466593). [-10, 352.05].
[36531700] {3, -300, 3}. Sell at 35.78 (36531699). [-11, 387.83].
[36544300] {3, 100, 3}.   Buy at 35.78 (36544231). [-10, 352.05].
[36544400] {3, -100, 3}. Sell at 35.76 (36544362). [-11, 387.81].
[36549300] {3, 100, 3}.   Buy at 35.78 (36549246). [-10, 352.03].
[36550100] {3, -100, 3}. Sell at 35.76 (36550062). [-11, 387.79].
[36554100] {3, 100, 3}.   Buy at 35.78 (36554071). [-10, 352.01].
[36562600] {2, -100, 2}. Sell at 35.76 (36562586). [-11, 387.77].
[36562800] {2, 100, 2}.   Buy at 35.78 (36562752). [-10, 351.99].
[36562900] {2, -100, 2}. Sell at 35.76 (36562900). [-11, 387.75].
[36563000] {2, -100, 2}. Sell at 35.76 (36563000). [-12, 423.51].
[36604400] {2, -200, 2}. Sell at 35.73 (36604390). [-13, 459.24].
[36633800] {2, 100, 2}.   Buy at 35.73 (36633795). [-12, 423.51].
[36660600] {2, -100, 2}. Sell at 35.71 (36660600). [-13, 459.22].
[36669100] {1, -100, 1}. Sell at 35.69 (36669085). [-14, 494.91].
[36681700] {2, -100, 2}. Sell at 35.69 (36681628). [-15, 530.60].
[36683100] {2, 100, 2}.   Buy at 35.72 (36683041). [-14, 494.88].
[36683700] {2, 100, 2}.   Buy at 35.72 (36683642). [-13, 459.16].
[36695100] {2, -100, 2}. Sell at 35.71 (36695032). [-14, 494.87].
[36712700] {3, 100, 3}.   Buy at 35.72 (36712696). [-13, 459.15].
[36792400] {1, -100, 1}. Sell at 35.73 (36792341). [-14, 494.88].
[36829600] {1, -100, 1}. Sell at 35.73 (36829594). [-15, 530.61].
[36833000] {2, -100, 2}. Sell at 35.73 (36833000). [-16, 566.34].
[36840900] {3, 100, 3}.   Buy at 35.75 (36840897). [-15, 530.59].
[36855400] {2, 100, 2}.   Buy at 35.77 (36855391). [-14, 494.82].
[36865100] {2, -100, 2}. Sell at 35.74 (36865035). [-15, 530.56].
[36892900] {3, 100, 3}.   Buy at 35.77 (36892891). [-14, 494.79].
[36915700] {2, 100, 2}.   Buy at 35.79 (36915684). [-13, 459.00].
[36922800] {1, -100, 1}. Sell at 35.78 (36922717). [-14, 494.78].
[36936800] {2, 100, 2}.   Buy at 35.81 (36936799). [-13, 458.97].
[36938500] {3, 100, 3}.   Buy at 35.82 (36938484). [-12, 423.15].
[37028800] {2, 100, 2}.   Buy at 35.81 (37028737). [-11, 387.34].
[37038900] {2, 100, 2}.   Buy at 35.82 (37038837). [-10, 351.52].
[37043300] {2, 100, 2}.   Buy at 35.83 (37043299). [-9, 315.69].
[37049900] {3, 100, 3}.   Buy at 35.84 (37049900). [-8, 279.85].
[37075200] {1, -100, 1}. Sell at 35.83 (37075168). [-9, 315.68].
[37079700] {2, 100, 2}.   Buy at 35.84 (37079657). [-8, 279.84].
[37083700] {2, 100, 2}.   Buy at 35.85 (37083670). [-7, 243.99].
[37118100] {2, -100, 2}. Sell at 35.82 (37118092). [-8, 279.81].
[37121800] {2, 100, 2}.   Buy at 35.84 (37121756). [-7, 243.97].
[37168100] {2, -200, 2}. Sell at 35.78 (37168098). [-8, 279.75].
[37168200] {2, 100, 2}.   Buy at 35.80 (37168189). [-7, 243.95].
[37170100] {3, -100, 3}. Sell at 35.77 (37170051). [-8, 279.72].
[37176400] {3, 100, 3}.   Buy at 35.81 (37176370). [-7, 243.91].
[37188500] {2, 200, 2}.   Buy at 35.82 (37188458). [-6, 208.09].
[37234000] {2, 100, 2}.   Buy at 35.83 (37233971). [-5, 172.26].
[37245400] {2, 100, 2}.   Buy at 35.86 (37245399). [-4, 136.40].
[37256900] {2, -200, 2}. Sell at 35.83 (37256895). [-5, 172.23].
[37265000] {2, -100, 2}. Sell at 35.84 (37265000). [-6, 208.07].
[37265300] {2, -100, 2}. Sell at 35.84 (37265286). [-7, 243.91].
[37265400] {2, 100, 2}.   Buy at 35.86 (37265371). [-6, 208.05].
[37272300] {2, 100, 2}.   Buy at 35.86 (37272262). [-5, 172.19].
[37300000] {3, 100, 3}.   Buy at 35.86 (37299968). [-4, 136.33].
[37322500] {2, 100, 2}.   Buy at 35.88 (37322485). [-3, 100.45].
[37391700] {2, 100, 2}.   Buy at 35.89 (37391700). [-2, 64.56].
[37457000] {2, 100, 2}.   Buy at 35.87 (37456964). [-1, 28.69].
[37476600] {2, -100, 2}. Sell at 35.82 (37476543). [-2, 64.51].
[37482100] {1, -100, 1}. Sell at 35.81 (37482062). [-3, 100.32].
[37491100] {2, -100, 2}. Sell at 35.78 (37491054). [-4, 136.10].
[37497300] {2, -100, 2}. Sell at 35.77 (37497263). [-5, 171.87].
[37540000] {2, 100, 2}.   Buy at 35.80 (37539974). [-4, 136.07].
[37548800] {1, -100, 1}. Sell at 35.78 (37548794). [-5, 171.85].
[37574900] {2, -100, 2}. Sell at 35.78 (37574895). [-6, 207.63].
[37576900] {2, -100, 2}. Sell at 35.77 (37576898). [-7, 243.40].
[37616500] {2, -100, 2}. Sell at 35.77 (37616493). [-8, 279.17].
[37693100] {3, 100, 3}.   Buy at 35.83 (37693076). [-7, 243.34].
[37693900] {1, -100, 1}. Sell at 35.81 (37693896). [-8, 279.15].
[37705000] {3, 100, 3}.   Buy at 35.82 (37704965). [-7, 243.33].
[37718500] {3, -100, 3}. Sell at 35.80 (37718474). [-8, 279.13].
[37720800] {2, -100, 2}. Sell at 35.79 (37720800). [-9, 314.92].
[37729600] {2, 100, 2}.   Buy at 35.80 (37729552). [-8, 279.12].
[37776600] {1, -100, 1}. Sell at 35.79 (37776599). [-9, 314.91].
[37785400] {2, -100, 2}. Sell at 35.77 (37785400). [-10, 350.68].
[37789100] {1, -100, 1}. Sell at 35.77 (37789054). [-11, 386.45].
[37794900] {3, -100, 3}. Sell at 35.77 (37794894). [-12, 422.22].
[37800900] {2, 100, 2}.   Buy at 35.80 (37800863). [-11, 386.42].
[37852500] {1, -100, 1}. Sell at 35.79 (37852499). [-12, 422.21].
[37854200] {3, -100, 3}. Sell at 35.78 (37854170). [-13, 457.99].
[37854300] {3, 100, 3}.   Buy at 35.80 (37854218). [-12, 422.19].
[37872300] {2, 100, 2}.   Buy at 35.84 (37872300). [-11, 386.35].
[37873700] {2, 100, 2}.   Buy at 35.85 (37873682). [-10, 350.50].
[37874800] {1, -100, 1}. Sell at 35.83 (37874750). [-11, 386.33].
[37879800] {3, 100, 3}.   Buy at 35.84 (37879794). [-10, 350.49].
[37895500] {3, -200, 3}. Sell at 35.82 (37895465). [-11, 386.31].
[37898900] {1, -100, 1}. Sell at 35.82 (37898840). [-12, 422.13].
[37922000] {2, 100, 2}.   Buy at 35.82 (37922000). [-11, 386.31].
[37922200] {1, -100, 1}. Sell at 35.81 (37922164). [-12, 422.12].
[37922300] {1, 100, 1}.   Buy at 35.83 (37922259). [-11, 386.29].
[37924700] {1, -100, 1}. Sell at 35.81 (37924627). [-12, 422.10].
[37928600] {2, -100, 2}. Sell at 35.80 (37928595). [-13, 457.90].
[37929100] {2, -100, 2}. Sell at 35.80 (37929077). [-14, 493.70].
[37932000] {2, 200, 2}.   Buy at 35.83 (37931971). [-13, 457.87].
[37939700] {2, 200, 2}.   Buy at 35.83 (37939700). [-12, 422.04].
[37939900] {1, 100, 1}.   Buy at 35.83 (37939871). [-11, 386.21].
[37940900] {2, 100, 2}.   Buy at 35.83 (37940897). [-10, 350.38].
[37946000] {2, 300, 2}.   Buy at 35.85 (37945997). [-9, 314.53].
[37959200] {3, -100, 3}. Sell at 35.85 (37959155). [-10, 350.38].
[37960500] {3, 100, 3}.   Buy at 35.87 (37960500). [-9, 314.51].
[37970800] {1, -100, 1}. Sell at 35.84 (37970725). [-10, 350.35].
[37970900] {1, -100, 1}. Sell at 35.83 (37970900). [-11, 386.18].
[37985700] {3, 100, 3}.   Buy at 35.85 (37985700). [-10, 350.33].
[37989500] {2, 100, 2}.   Buy at 35.88 (37989500). [-9, 314.45].
[37992900] {2, 100, 2}.   Buy at 35.89 (37992825). [-8, 278.56].
[37993300] {1, -100, 1}. Sell at 35.87 (37993254). [-9, 314.43].
[37994600] {1, 100, 1}.   Buy at 35.89 (37994555). [-8, 278.54].
[38022100] {3, 100, 3}.   Buy at 35.89 (38022078). [-7, 242.65].
[38024100] {2, 100, 2}.   Buy at 35.90 (38024064). [-6, 206.75].
[38024200] {2, -100, 2}. Sell at 35.88 (38024173). [-7, 242.63].
[38029400] {2, -100, 2}. Sell at 35.88 (38029400). [-8, 278.51].
[38029500] {2, -100, 2}. Sell at 35.88 (38029500). [-9, 314.39].
[38077100] {2, 200, 2}.   Buy at 35.89 (38077057). [-8, 278.50].
[38145800] {3, -100, 3}. Sell at 35.89 (38145731). [-9, 314.39].
[38168600] {2, 100, 2}.   Buy at 35.91 (38168580). [-8, 278.48].
[38192100] {1, -100, 1}. Sell at 35.90 (38192084). [-9, 314.38].
[38192400] {3, -100, 3}. Sell at 35.89 (38192395). [-10, 350.27].
[38192600] {3, 100, 3}.   Buy at 35.91 (38192600). [-9, 314.36].
[38218600] {2, 100, 2}.   Buy at 35.92 (38218592). [-8, 278.44].
[38219700] {2, -100, 2}. Sell at 35.89 (38219644). [-9, 314.33].
[38219800] {2, -100, 2}. Sell at 35.89 (38219784). [-10, 350.22].
[38220700] {1, -100, 1}. Sell at 35.89 (38220684). [-11, 386.11].
[38220800] {1, 100, 1}.   Buy at 35.91 (38220785). [-10, 350.20].
[38221400] {1, -100, 1}. Sell at 35.89 (38221325). [-11, 386.09].
[38246100] {1, -100, 1}. Sell at 35.87 (38246070). [-12, 421.96].
[38269500] {1, -100, 1}. Sell at 35.84 (38269498). [-13, 457.80].
[38270800] {2, -100, 2}. Sell at 35.83 (38270794). [-14, 493.63].
[38271100] {2, -100, 2}. Sell at 35.82 (38271045). [-15, 529.45].
[38343600] {1, 100, 1}.   Buy at 35.82 (38343600). [-14, 493.63].
[38347400] {2, 100, 2}.   Buy at 35.82 (38347359). [-13, 457.81].
[38365800] {2, 100, 2}.   Buy at 35.82 (38365798). [-12, 421.99].
[38387800] {2, 100, 2}.   Buy at 35.83 (38387798). [-11, 386.16].
[38401700] {2, -100, 2}. Sell at 35.81 (38401699). [-12, 421.97].
[38402600] {2, 100, 2}.   Buy at 35.83 (38402598). [-11, 386.14].
[38430900] {2, -100, 2}. Sell at 35.82 (38430865). [-12, 421.96].
[38431000] {2, 100, 2}.   Buy at 35.84 (38430994). [-11, 386.12].
[38435700] {2, 100, 2}.   Buy at 35.83 (38435686). [-10, 350.29].
[38440900] {3, 100, 3}.   Buy at 35.84 (38440900). [-9, 314.45].
[38470000] {1, -100, 1}. Sell at 35.81 (38469954). [-10, 350.26].
[38479400] {2, 100, 2}.   Buy at 35.83 (38479363). [-9, 314.43].
[38480100] {3, 100, 3}.   Buy at 35.84 (38480076). [-8, 278.59].
[38512700] {1, -100, 1}. Sell at 35.82 (38512698). [-9, 314.41].
[38520900] {2, 100, 2}.   Buy at 35.83 (38520893). [-8, 278.58].
[38578200] {2, -100, 2}. Sell at 35.82 (38578179). [-9, 314.40].
[38594200] {2, -100, 2}. Sell at 35.82 (38594187). [-10, 350.22].
[38597000] {2, -100, 2}. Sell at 35.82 (38596999). [-11, 386.04].
[38600100] {1, -200, 1}. Sell at 35.83 (38600080). [-12, 421.87].
[38630000] {2, -100, 2}. Sell at 35.82 (38629984). [-13, 457.69].
[38654900] {1, -100, 1}. Sell at 35.81 (38654890). [-14, 493.50].
[38672400] {1, -100, 1}. Sell at 35.81 (38672389). [-15, 529.31].
[38700400] {2, 200, 2}.   Buy at 35.82 (38700383). [-14, 493.49].
[38700500] {2, -100, 2}. Sell at 35.80 (38700482). [-15, 529.29].
[38727000] {1, 200, 1}.   Buy at 35.84 (38727000). [-14, 493.45].
[38742900] {2, 100, 2}.   Buy at 35.84 (38742857). [-13, 457.61].
[38743900] {1, -100, 1}. Sell at 35.82 (38743899). [-14, 493.43].
[38760300] {2, 100, 2}.   Buy at 35.85 (38760272). [-13, 457.58].
[38760400] {2, -100, 2}. Sell at 35.83 (38760368). [-14, 493.41].
[38772500] {3, 100, 3}.   Buy at 35.86 (38772500). [-13, 457.55].
[38780900] {3, 100, 3}.   Buy at 35.87 (38780900). [-12, 421.68].
[38802800] {1, -100, 1}. Sell at 35.85 (38802796). [-13, 457.53].
[38818500] {2, -100, 2}. Sell at 35.84 (38818500). [-14, 493.37].
[38828200] {3, 100, 3}.   Buy at 35.83 (38828188). [-13, 457.54].
[38863200] {2, 100, 2}.   Buy at 35.85 (38863200). [-12, 421.69].
[38863500] {2, 100, 2}.   Buy at 35.86 (38863499). [-11, 385.83].
[38888400] {3, 100, 3}.   Buy at 35.86 (38888395). [-10, 349.97].
[38896900] {2, -100, 2}. Sell at 35.84 (38896876). [-11, 385.81].
[38903400] {3, 100, 3}.   Buy at 35.87 (38903378). [-10, 349.94].
[38903500] {3, -100, 3}. Sell at 35.85 (38903475). [-11, 385.79].
[38919700] {2, -100, 2}. Sell at 35.84 (38919687). [-12, 421.63].
[38949400] {2, -100, 2}. Sell at 35.83 (38949398). [-13, 457.46].
[38981800] {2, 100, 2}.   Buy at 35.85 (38981800). [-12, 421.61].
[38987900] {2, -100, 2}. Sell at 35.83 (38987900). [-13, 457.44].
[39030400] {3, 100, 3}.   Buy at 35.86 (39030397). [-12, 421.58].
[39038400] {1, 100, 1}.   Buy at 35.88 (39038388). [-11, 385.70].
[39058300] {1, -100, 1}. Sell at 35.89 (39058300). [-12, 421.59].
[39060100] {2, -100, 2}. Sell at 35.88 (39060058). [-13, 457.47].
[39072100] {1, -100, 1}. Sell at 35.87 (39072100). [-14, 493.34].
[39090100] {2, -100, 2}. Sell at 35.84 (39090096). [-15, 529.18].
[39130800] {3, 100, 3}.   Buy at 35.84 (39130794). [-14, 493.34].
[39133400] {2, -100, 2}. Sell at 35.82 (39133397). [-15, 529.16].
[39146000] {3, -100, 3}. Sell at 35.81 (39145997). [-16, 564.97].
[39147100] {3, -100, 3}. Sell at 35.80 (39147055). [-17, 600.77].
[39163500] {3, 100, 3}.   Buy at 35.82 (39163495). [-16, 564.95].
[39170400] {3, 100, 3}.   Buy at 35.83 (39170379). [-15, 529.12].
[39180100] {2, 100, 2}.   Buy at 35.85 (39180063). [-14, 493.27].
[39180200] {2, -100, 2}. Sell at 35.83 (39180198). [-15, 529.10].
[39210000] {2, 100, 2}.   Buy at 35.87 (39209975). [-14, 493.23].
[39268200] {1, -100, 1}. Sell at 35.85 (39268200). [-15, 529.08].
[39283100] {3, -100, 3}. Sell at 35.83 (39283094). [-16, 564.91].
