[timestamp] {imbalance_prev, dS_prev, imbalance_curr}. Buy/Sell price (timestamp). [Asset, Cash]
[34383400] {3, -100, 3}. Sell at 897.97 (34383310). [47, -42231.72].
[34385700] {3, -6000, 3}. Sell at 897.12 (34385700). [46, -41334.60].
[34385800] {3, 2300, 3}.   Buy at 897.99 (34385795). [47, -42232.59].
[34385900] {3, 1400, 3}.   Buy at 897.99 (34385859). [48, -43130.58].
[34386000] {3, -4900, 3}. Sell at 897.00 (34385965). [47, -42233.58].
[34387900] {3, 4900, 3}.   Buy at 897.99 (34387858). [48, -43131.57].
[34389500] {3, 100, 3}.   Buy at 897.99 (34389491). [49, -44029.56].
[34395100] {2, 100, 2}.   Buy at 897.99 (34395092). [50, -44927.55].
[34398700] {2, 100, 2}.   Buy at 898.00 (34398650). [51, -45825.55].
[34399900] {2, 300, 2}.   Buy at 898.00 (34399879). [52, -46723.55].
[34402600] {2, 100, 2}.   Buy at 898.00 (34402597). [53, -47621.55].
[34405900] {2, 1700, 2}.   Buy at 898.48 (34405897). [54, -48520.03].
[34409200] {2, 200, 2}.   Buy at 898.66 (34409114). [55, -49418.69].
[34409700] {2, 200, 2}.   Buy at 898.65 (34409694). [56, -50317.34].
[34412900] {3, 100, 3}.   Buy at 898.75 (34412897). [57, -51216.09].
[34415500] {3, 1100, 3}.   Buy at 898.97 (34415500). [58, -52115.06].
[34418300] {2, 100, 2}.   Buy at 898.96 (34418275). [59, -53014.02].
[34420000] {3, 100, 3}.   Buy at 898.94 (34419950). [60, -53912.96].
[34420600] {3, 400, 3}.   Buy at 898.96 (34420575). [61, -54811.92].
[34421900] {2, 100, 2}.   Buy at 898.96 (34421882). [62, -55710.88].
[34428400] {1, 1600, 1}.   Buy at 899.19 (34428369). [63, -56610.07].
[34429100] {1, 300, 1}.   Buy at 899.20 (34429083). [64, -57509.27].
[34431900] {1, 2500, 1}.   Buy at 899.20 (34431896). [65, -58408.47].
[34432200] {1, -100, 1}. Sell at 899.00 (34432175). [64, -57509.47].
[34432400] {1, 300, 1}.   Buy at 899.35 (34432400). [65, -58408.82].
[34437900] {2, -700, 2}. Sell at 898.98 (34437900). [64, -57509.84].
[34438400] {2, -1800, 2}. Sell at 898.03 (34438335). [63, -56611.81].
[34439000] {2, 1800, 2}.   Buy at 898.78 (34438968). [64, -57510.59].
[34440000] {2, 1900, 2}.   Buy at 899.22 (34439982). [65, -58409.81].
[34440300] {2, 100, 2}.   Buy at 899.22 (34440295). [66, -59309.03].
[34441300] {1, -100, 1}. Sell at 898.27 (34441291). [65, -58410.76].
[34441900] {1, 2400, 1}.   Buy at 899.18 (34441886). [66, -59309.94].
[34442300] {1, 100, 1}.   Buy at 899.14 (34442297). [67, -60209.08].
[34442400] {1, 3000, 1}.   Buy at 899.13 (34442399). [68, -61108.21].
[34443000] {1, 100, 1}.   Buy at 899.08 (34442980). [69, -62007.29].
[34443800] {2, 200, 2}.   Buy at 898.70 (34443748). [70, -62905.99].
[34446600] {1, -2600, 1}. Sell at 898.61 (34446600). [69, -62007.38].
[34453200] {1, 800, 1}.   Buy at 898.78 (34453180). [70, -62906.16].
[34456100] {1, 3600, 1}.   Buy at 899.26 (34456089). [71, -63805.42].
[34459300] {2, 600, 2}.   Buy at 899.26 (34459296). [72, -64704.68].
[34472900] {3, 1500, 3}.   Buy at 899.26 (34472897). [73, -65603.94].
[34481900] {3, 2100, 3}.   Buy at 899.70 (34481886). [74, -66503.64].
[34482700] {3, 1600, 3}.   Buy at 899.84 (34482699). [75, -67403.48].
[34483700] {3, 100, 3}.   Buy at 899.84 (34483697). [76, -68303.32].
[34487100] {3, 3500, 3}.   Buy at 900.95 (34487096). [77, -69204.27].
[34490600] {3, 100, 3}.   Buy at 901.19 (34490597). [78, -70105.46].
[34490700] {3, 200, 3}.   Buy at 901.33 (34490697). [79, -71006.79].
[34490900] {1, 100, 1}.   Buy at 901.33 (34490827). [80, -71908.12].
[34491100] {2, 100, 2}.   Buy at 901.33 (34491094). [81, -72809.45].
[34491200] {2, 200, 2}.   Buy at 901.21 (34491198). [82, -73710.66].
[34494000] {2, -4600, 2}. Sell at 900.53 (34494000). [81, -72810.13].
[34496400] {3, 200, 3}.   Buy at 901.06 (34496398). [82, -73711.19].
[34497900] {2, 700, 2}.   Buy at 901.33 (34497811). [83, -74612.52].
[34500000] {3, -2500, 3}. Sell at 900.70 (34499955). [82, -73711.82].
[34500600] {2, 1800, 2}.   Buy at 901.86 (34500586). [83, -74613.68].
[34502600] {1, 100, 1}.   Buy at 901.85 (34502548). [84, -75515.53].
[34507300] {2, 100, 2}.   Buy at 901.98 (34507289). [85, -76417.51].
[34511300] {2, 100, 2}.   Buy at 901.98 (34511290). [86, -77319.49].
[34512200] {3, 1100, 3}.   Buy at 901.94 (34512160). [87, -78221.43].
[34516900] {2, 100, 2}.   Buy at 901.98 (34516887). [88, -79123.41].
[34517200] {3, 1400, 3}.   Buy at 902.37 (34517183). [89, -80025.78].
[34517800] {3, 600, 3}.   Buy at 902.45 (34517773). [90, -80928.23].
[34521000] {2, 800, 2}.   Buy at 902.72 (34520988). [91, -81830.95].
[34522400] {2, -1200, 2}. Sell at 902.48 (34522325). [90, -80928.47].
[34523100] {2, 700, 2}.   Buy at 902.72 (34523083). [91, -81831.19].
[34526300] {3, 100, 3}.   Buy at 902.72 (34526290). [92, -82733.91].
[34527300] {2, 1000, 2}.   Buy at 902.87 (34527293). [93, -83636.78].
[34528100] {2, 500, 2}.   Buy at 903.25 (34528100). [94, -84540.03].
[34528200] {2, 1600, 2}.   Buy at 903.66 (34528199). [95, -85443.69].
[34528300] {2, 2000, 2}.   Buy at 903.67 (34528300). [96, -86347.36].
[34528900] {3, 800, 3}.   Buy at 903.67 (34528857). [97, -87251.03].
[34529200] {3, -900, 3}. Sell at 903.19 (34529179). [96, -86347.84].
[34529600] {3, 600, 3}.   Buy at 903.66 (34529551). [97, -87251.50].
[34530800] {3, 1000, 3}.   Buy at 903.66 (34530800). [98, -88155.16].
[34532000] {3, 100, 3}.   Buy at 903.66 (34531999). [99, -89058.82].
[34538100] {2, 800, 2}.   Buy at 903.95 (34538054). [100, -89962.77].
[34538700] {2, -300, 2}. Sell at 903.65 (34538619). [99, -89059.12].
[34540500] {3, -1500, 3}. Sell at 903.15 (34540500). [98, -88155.97].
[34540700] {3, -1000, 3}. Sell at 903.05 (34540696). [97, -87252.92].
[34544400] {3, 300, 3}.   Buy at 903.83 (34544394). [98, -88156.75].
[34545400] {2, 3900, 2}.   Buy at 903.99 (34545328). [99, -89060.74].
[34546200] {2, 100, 2}.   Buy at 904.44 (34546138). [100, -89965.18].
[34547500] {2, 800, 2}.   Buy at 904.47 (34547468). [101, -90869.65].
[34549100] {1, -800, 1}. Sell at 903.79 (34549064). [100, -89965.86].
[34549500] {1, 1100, 1}.   Buy at 904.47 (34549470). [101, -90870.33].
[34549700] {1, -500, 1}. Sell at 903.85 (34549676). [100, -89966.48].
[34552800] {3, 800, 3}.   Buy at 903.90 (34552772). [101, -90870.38].
[34552900] {3, 1200, 3}.   Buy at 903.90 (34552849). [102, -91774.28].
[34553200] {3, -1200, 3}. Sell at 903.48 (34553196). [101, -90870.80].
[34554800] {1, -400, 1}. Sell at 903.58 (34554750). [100, -89967.22].
[34555400] {2, 2800, 2}.   Buy at 904.30 (34555391). [101, -90871.52].
[34555500] {2, 300, 2}.   Buy at 904.30 (34555442). [102, -91775.82].
[34555600] {2, -1100, 2}. Sell at 903.50 (34555598). [101, -90872.32].
[34555800] {3, 100, 3}.   Buy at 904.20 (34555784). [102, -91776.52].
[34555900] {3, -300, 3}. Sell at 903.48 (34555900). [101, -90873.04].
[34556000] {3, -2200, 3}. Sell at 903.38 (34555953). [100, -89969.66].
[34557800] {3, 1200, 3}.   Buy at 903.61 (34557789). [101, -90873.27].
[34558100] {3, -5000, 3}. Sell at 903.00 (34558084). [100, -89970.27].
[34559100] {1, -2300, 1}. Sell at 903.18 (34559089). [99, -89067.09].
[34561500] {3, 500, 3}.   Buy at 903.49 (34561458). [100, -89970.58].
[34562500] {3, 500, 3}.   Buy at 903.50 (34562490). [101, -90874.08].
[34562900] {3, 1100, 3}.   Buy at 903.50 (34562887). [102, -91777.58].
[34563800] {3, 1700, 3}.   Buy at 903.75 (34563800). [103, -92681.33].
[34567900] {1, 1200, 1}.   Buy at 904.05 (34567894). [104, -93585.38].
[34568000] {1, -100, 1}. Sell at 903.62 (34567997). [103, -92681.76].
[34568800] {1, 3800, 1}.   Buy at 904.15 (34568760). [104, -93585.91].
[34570300] {2, -3600, 2}. Sell at 903.64 (34570281). [103, -92682.27].
[34570900] {1, -3600, 1}. Sell at 903.64 (34570884). [102, -91778.63].
[34571000] {1, 3600, 1}.   Buy at 904.14 (34570946). [103, -92682.77].
[34571800] {1, -3600, 1}. Sell at 903.64 (34571769). [102, -91779.13].
[34574000] {2, 200, 2}.   Buy at 903.98 (34573994). [103, -92683.11].
[34574500] {3, 2200, 3}.   Buy at 903.98 (34574492). [104, -93587.09].
[34574900] {3, -2400, 3}. Sell at 903.64 (34574870). [103, -92683.45].
[34577500] {1, 1100, 1}.   Buy at 904.15 (34577493). [104, -93587.60].
[34580400] {2, -1600, 2}. Sell at 903.99 (34580320). [103, -92683.61].
[34581100] {2, 100, 2}.   Buy at 904.26 (34581099). [104, -93587.87].
[34587100] {2, 100, 2}.   Buy at 904.39 (34587087). [105, -94492.26].
[34591600] {3, -400, 3}. Sell at 904.00 (34591533). [104, -93588.26].
[34592000] {2, -900, 2}. Sell at 903.88 (34591990). [103, -92684.38].
[34592300] {2, 100, 2}.   Buy at 904.22 (34592284). [104, -93588.60].
[34592400] {2, -100, 2}. Sell at 903.78 (34592356). [103, -92684.82].
[34592500] {2, -200, 2}. Sell at 903.76 (34592449). [102, -91781.06].
[34594400] {1, -2600, 1}. Sell at 903.50 (34594394). [101, -90877.56].
[34599700] {2, -6000, 2}. Sell at 903.00 (34599695). [100, -89974.56].
[34599800] {2, 5100, 2}.   Buy at 903.72 (34599760). [101, -90878.28].
[34600200] {1, -1200, 1}. Sell at 903.39 (34600150). [100, -89974.89].
[34602200] {2, -2700, 2}. Sell at 903.23 (34602190). [99, -89071.66].
[34603100] {2, 100, 2}.   Buy at 903.86 (34603094). [100, -89975.52].
[34610100] {2, -3900, 2}. Sell at 902.92 (34610085). [99, -89072.60].
[34610400] {2, -2200, 2}. Sell at 902.83 (34610385). [98, -88169.77].
[34610900] {1, -100, 1}. Sell at 902.82 (34610882). [97, -87266.95].
[34611800] {1, 100, 1}.   Buy at 903.09 (34611761). [98, -88170.04].
[34613200] {1, -1000, 1}. Sell at 902.72 (34613192). [97, -87267.32].
[34613700] {1, -2100, 1}. Sell at 902.51 (34613655). [96, -86364.81].
[34613800] {1, 100, 1}.   Buy at 903.00 (34613800). [97, -87267.81].
[34614500] {1, -1500, 1}. Sell at 902.37 (34614432). [96, -86365.44].
[34617100] {1, -2300, 1}. Sell at 902.14 (34617098). [95, -85463.30].
[34617300] {2, -200, 2}. Sell at 902.13 (34617259). [94, -84561.17].
[34617400] {2, 300, 2}.   Buy at 902.44 (34617395). [95, -85463.61].
[34623500] {1, -2300, 1}. Sell at 902.34 (34623455). [94, -84561.27].
[34624300] {1, 200, 1}.   Buy at 902.84 (34624291). [95, -85464.11].
[34625400] {1, -200, 1}. Sell at 902.34 (34625398). [94, -84561.77].
[34625500] {1, -300, 1}. Sell at 902.31 (34625470). [93, -83659.46].
[34628400] {1, -500, 1}. Sell at 902.26 (34628400). [92, -82757.20].
[34628600] {1, -500, 1}. Sell at 902.21 (34628528). [91, -81854.99].
[34641300] {2, 200, 2}.   Buy at 902.80 (34641297). [92, -82757.79].
[34647400] {2, -1900, 2}. Sell at 902.12 (34647400). [91, -81855.67].
[34648900] {3, -200, 3}. Sell at 902.00 (34648870). [90, -80953.67].
[34650700] {3, -1500, 3}. Sell at 901.49 (34650673). [89, -80052.18].
[34651000] {2, -100, 2}. Sell at 901.49 (34650962). [88, -79150.69].
[34653900] {2, -600, 2}. Sell at 901.29 (34653883). [87, -78249.40].
[34655300] {1, 300, 1}.   Buy at 901.66 (34655287). [88, -79151.06].
[34659700] {3, -100, 3}. Sell at 901.17 (34659673). [87, -78249.89].
[34665500] {2, -3700, 2}. Sell at 900.80 (34665499). [86, -77349.09].
[34665600] {2, -300, 2}. Sell at 900.77 (34665566). [85, -76448.32].
[34670300] {3, -100, 3}. Sell at 900.58 (34670276). [84, -75547.74].
[34672800] {3, 1100, 3}.   Buy at 901.16 (34672753). [85, -76448.90].
[34674000] {2, 500, 2}.   Buy at 901.16 (34673937). [86, -77350.06].
[34680500] {2, -100, 2}. Sell at 900.88 (34680459). [85, -76449.18].
[34680800] {2, 300, 2}.   Buy at 901.14 (34680770). [86, -77350.32].
[34682500] {2, 300, 2}.   Buy at 901.28 (34682500). [87, -78251.60].
[34682900] {2, 700, 2}.   Buy at 901.28 (34682891). [88, -79152.88].
[34683400] {2, 100, 2}.   Buy at 901.28 (34683395). [89, -80054.16].
[34685000] {2, -400, 2}. Sell at 901.01 (34684928). [88, -79153.15].
[34685400] {1, -1700, 1}. Sell at 901.01 (34685396). [87, -78252.14].
[34690900] {2, -500, 2}. Sell at 900.97 (34690898). [86, -77351.17].
[34691600] {2, 500, 2}.   Buy at 901.29 (34691573). [87, -78252.46].
[34695000] {2, -300, 2}. Sell at 900.97 (34694943). [86, -77351.49].
[34695700] {2, -900, 2}. Sell at 900.88 (34695647). [85, -76450.61].
[34696300] {2, -500, 2}. Sell at 900.83 (34696296). [84, -75549.78].
[34696600] {2, -2200, 2}. Sell at 900.61 (34696600). [83, -74649.17].
[34699900] {2, -300, 2}. Sell at 900.51 (34699884). [82, -73748.66].
[34700700] {1, -1000, 1}. Sell at 900.41 (34700699). [81, -72848.25].
[34705600] {2, 1600, 2}.   Buy at 900.85 (34705600). [82, -73749.10].
[34705700] {2, 2700, 2}.   Buy at 901.25 (34705688). [83, -74650.35].
[34706000] {1, -400, 1}. Sell at 900.81 (34705973). [82, -73749.54].
[34706100] {1, 400, 1}.   Buy at 901.25 (34706093). [83, -74650.79].
[34706500] {1, 600, 1}.   Buy at 901.25 (34706452). [84, -75552.04].
[34707300] {2, -200, 2}. Sell at 900.70 (34707298). [83, -74651.34].
[34708400] {2, 200, 2}.   Buy at 900.79 (34708366). [84, -75552.13].
[34711300] {2, 400, 2}.   Buy at 900.79 (34711289). [85, -76452.92].
[34712300] {2, 100, 2}.   Buy at 900.71 (34712300). [86, -77353.63].
[34715700] {2, 400, 2}.   Buy at 900.79 (34715695). [87, -78254.42].
[34716100] {2, -400, 2}. Sell at 900.40 (34716100). [86, -77354.02].
[34720200] {2, -300, 2}. Sell at 900.40 (34720179). [85, -76453.62].
[34726400] {2, 200, 2}.   Buy at 900.85 (34726361). [86, -77354.47].
[34726500] {2, 500, 2}.   Buy at 900.92 (34726470). [87, -78255.39].
[34726700] {2, -300, 2}. Sell at 900.44 (34726691). [86, -77354.95].
[34727300] {2, 200, 2}.   Buy at 900.70 (34727291). [87, -78255.65].
[34728400] {2, -800, 2}. Sell at 900.34 (34728400). [86, -77355.31].
[34729100] {2, -600, 2}. Sell at 900.01 (34729096). [85, -76455.30].
[34735300] {2, -300, 2}. Sell at 899.76 (34735295). [84, -75555.54].
[34735500] {2, -100, 2}. Sell at 899.75 (34735475). [83, -74655.79].
[34735900] {2, 100, 2}.   Buy at 900.01 (34735858). [84, -75555.80].
[34736200] {2, -100, 2}. Sell at 899.75 (34736143). [83, -74656.05].
[34740500] {2, -1400, 2}. Sell at 899.86 (34740479). [82, -73756.19].
[34743200] {2, 500, 2}.   Buy at 900.00 (34743177). [83, -74656.19].
[34743700] {2, -900, 2}. Sell at 899.77 (34743629). [82, -73756.42].
[34744900] {2, -300, 2}. Sell at 899.74 (34744896). [81, -72856.68].
[34745300] {2, -300, 2}. Sell at 899.71 (34745300). [80, -71956.97].
[34747700] {2, 400, 2}.   Buy at 900.00 (34747699). [81, -72856.97].
[34748300] {3, -300, 3}. Sell at 899.81 (34748292). [80, -71957.16].
[34748500] {3, -100, 3}. Sell at 899.80 (34748436). [79, -71057.36].
[34748900] {3, 100, 3}.   Buy at 899.96 (34748886). [80, -71957.32].
[34749200] {3, 500, 3}.   Buy at 899.96 (34749185). [81, -72857.28].
[34749700] {3, 400, 3}.   Buy at 899.96 (34749665). [82, -73757.24].
[34750900] {2, 200, 2}.   Buy at 900.23 (34750881). [83, -74657.47].
[34751100] {2, 900, 2}.   Buy at 900.34 (34751087). [84, -75557.81].
[34751400] {2, 3300, 2}.   Buy at 900.46 (34751384). [85, -76458.27].
[34752000] {1, -4400, 1}. Sell at 899.46 (34752000). [84, -75558.81].
[34752600] {2, -1100, 2}. Sell at 899.17 (34752527). [83, -74659.64].
[34759100] {2, 1400, 2}.   Buy at 899.96 (34759024). [84, -75559.60].
[34764900] {2, 200, 2}.   Buy at 899.99 (34764871). [85, -76459.59].
[34768300] {2, 100, 2}.   Buy at 900.00 (34768284). [86, -77359.59].
[34769300] {2, 100, 2}.   Buy at 900.00 (34769299). [87, -78259.59].
[34769400] {2, 100, 2}.   Buy at 900.00 (34769394). [88, -79159.59].
[34770400] {2, 600, 2}.   Buy at 900.00 (34770381). [89, -80059.59].
[34772800] {2, -100, 2}. Sell at 899.95 (34772745). [88, -79159.64].
[34774300] {1, 100, 1}.   Buy at 900.00 (34774297). [89, -80059.64].
[34774400] {1, -500, 1}. Sell at 899.74 (34774322). [88, -79159.90].
[34775900] {2, 500, 2}.   Buy at 900.00 (34775882). [89, -80059.90].
[34788100] {1, -1000, 1}. Sell at 899.70 (34788086). [88, -79160.20].
[34795300] {2, -400, 2}. Sell at 899.73 (34795290). [87, -78260.47].
