[timestamp] {imbalance_prev, dS_prev, imbalance_curr}. Buy/Sell price (timestamp). [Asset, Cash]
[34718000] {3, 100, 3}.   Buy at 110.45 (34717998). [38, -4199.66].
[34719000] {3, -100, 3}. Sell at 110.36 (34718681). [37, -4089.30].
[34720000] {3, 400, 3}.   Buy at 110.44 (34719711). [38, -4199.74].
[34721000] {3, 100, 3}.   Buy at 110.44 (34720971). [39, -4310.18].
[34722000] {3, 700, 3}.   Buy at 110.44 (34721432). [40, -4420.62].
[34724000] {3, -200, 3}. Sell at 110.37 (34723924). [39, -4310.25].
[34734000] {2, 200, 2}.   Buy at 110.44 (34733939). [40, -4420.69].
[34738000] {3, -100, 3}. Sell at 110.38 (34737997). [39, -4310.31].
[34747683] {3, 0, 2}. MO buy arrived. Sell at 110.39 (34747683). [38, -4199.92].
[34791685] {4, -700, 3}. MO sell arrived. Buy at 110.46 (34791685). [39, -4310.38].
[34791686] {4, -700, 3}. MO sell arrived. Buy at 110.45 (34791686). [40, -4420.83].
[34791689] {4, -700, 3}. MO sell arrived. Buy at 110.44 (34791689). [41, -4531.27].
[34801174] {2, 0, 3}. MO buy arrived. Sell at 110.38 (34801174). [40, -4420.89].
[34803000] {2, 200, 2}.   Buy at 110.46 (34802765). [41, -4531.35].
[34811876] {4, 200, 3}. MO buy arrived. Sell at 110.44 (34811876). [40, -4420.91].
[34819000] {3, 600, 3}.   Buy at 110.52 (34818975). [41, -4531.43].
[34822000] {2, 100, 2}.   Buy at 110.55 (34821806). [42, -4641.98].
[34833820] {4, -700, 3}. MO sell arrived. Buy at 110.53 (34833820). [43, -4752.51].
[34833822] {4, -700, 3}. MO sell arrived. Buy at 110.52 (34833822). [44, -4863.03].
[34833823] {4, -700, 3}. MO sell arrived. Buy at 110.50 (34833823). [45, -4973.53].
[34833823] {4, -700, 3}. MO sell arrived. Buy at 110.50 (34833823). [46, -5084.03].
[34833861] {4, -700, 3}. MO sell arrived. Buy at 110.49 (34833861). [47, -5194.52].
[34843135] {3, 0, 3}. MO buy arrived. Sell at 110.47 (34843135). [46, -5084.05].
[34852960] {2, 600, 2}. MO buy arrived. Sell at 110.48 (34852960). [45, -4973.57].
[34852960] {2, 600, 2}. MO buy arrived. Sell at 110.48 (34852960). [44, -4863.09].
[34853000] {2, 600, 2}.   Buy at 110.49 (34852970). [45, -4973.58].
[34861064] {3, 0, 3}. MO buy arrived. Sell at 110.49 (34861064). [44, -4863.09].
[34862000] {3, 100, 3}.   Buy at 110.55 (34861782). [45, -4973.64].
[34874502] {3, 200, 3}. MO buy arrived. Sell at 110.49 (34874502). [44, -4863.15].
[34874503] {3, 200, 3}. MO buy arrived. Sell at 110.49 (34874503). [43, -4752.66].
[34875000] {3, 200, 3}.   Buy at 110.55 (34874932). [44, -4863.21].
[34877700] {3, -200, 4}. MO sell arrived. Buy at 110.55 (34877700). [45, -4973.76].
[34879000] {4, 100, 4}.   Buy at 110.55 (34878820). [46, -5084.31].
[34908000] {3, 200, 3}.   Buy at 110.56 (34907966). [47, -5194.87].
[34932356] {2, 100, 2}. MO sell arrived. Buy at 110.56 (34932356). [48, -5305.43].
[34932366] {2, 100, 2}. MO sell arrived. Buy at 110.55 (34932366). [49, -5415.98].
[34932000] {2, 100, 2}.   Buy at 110.56 (34931246). [50, -5526.54].
[34933000] {2, -300, 2}. Sell at 110.52 (34932966). [49, -5416.02].
[34935227] {3, 0, 3}. MO sell arrived. Buy at 110.54 (34935227). [50, -5526.56].
[34935228] {3, 0, 3}. MO sell arrived. Buy at 110.54 (34935228). [51, -5637.10].
[34936000] {3, -300, 3}. Sell at 110.49 (34935943). [50, -5526.61].
[34938000] {3, 100, 3}.   Buy at 110.54 (34937965). [51, -5637.15].
[34940209] {3, 0, 2}. MO sell arrived. Buy at 110.54 (34940209). [52, -5747.69].
[34944000] {4, 100, 4}.   Buy at 110.55 (34943951). [53, -5858.24].
[34969850] {1, -200, 2}. MO sell arrived. Buy at 110.55 (34969850). [54, -5968.79].
[34975000] {4, 100, 4}.   Buy at 110.54 (34974926). [55, -6079.33].
[34979370] {4, 0, 4}. MO buy arrived. Sell at 110.53 (34979370). [54, -5968.80].
[34993003] {4, 0, 4}. MO sell arrived. Buy at 110.55 (34993003). [55, -6079.35].
[34993003] {4, 0, 4}. MO sell arrived. Buy at 110.55 (34993003). [56, -6189.90].
[34997422] {3, 0, 3}. MO buy arrived. Sell at 110.53 (34997422). [55, -6079.37].
[35001657] {1, -100, 1}. MO sell arrived. Buy at 110.54 (35001657). [56, -6189.91].
[35002000] {1, -100, 1}. Sell at 110.51 (35001849). [55, -6079.40].
[35005000] {3, 200, 3}.   Buy at 110.55 (35004952). [56, -6189.95].
[35035549] {2, 0, 2}. MO buy arrived. Sell at 110.52 (35035549). [55, -6079.43].
[35046000] {2, 100, 2}.   Buy at 110.56 (35045982). [56, -6189.99].
[35057000] {3, 100, 3}.   Buy at 110.56 (35056929). [57, -6300.55].
[35061697] {2, 0, 2}. MO buy arrived. Sell at 110.55 (35061697). [56, -6190.00].
[35061699] {2, 0, 2}. MO buy arrived. Sell at 110.55 (35061699). [55, -6079.45].
[35062375] {2, 0, 2}. MO sell arrived. Buy at 110.56 (35062375). [56, -6190.01].
[35062376] {2, 0, 2}. MO sell arrived. Buy at 110.56 (35062376). [57, -6300.57].
[35062388] {2, 0, 2}. MO sell arrived. Buy at 110.54 (35062388). [58, -6411.11].
[35062432] {2, 0, 2}. MO sell arrived. Buy at 110.54 (35062432). [59, -6521.65].
[35062630] {2, -500, 2}. MO buy arrived. Sell at 110.50 (35062630). [58, -6411.15].
[35063000] {2, -500, 2}. Sell at 110.50 (35062965). [57, -6300.65].
[35065131] {4, 0, 3}. MO buy arrived. Sell at 110.52 (35065131). [56, -6190.13].
[35070267] {2, 0, 2}. MO buy arrived. Sell at 110.50 (35070267). [55, -6079.63].
[35090000] {1, 100, 1}.   Buy at 110.53 (35089923). [56, -6190.16].
[35100925] {3, 100, 3}. MO buy arrived. Sell at 110.54 (35100925). [55, -6079.62].
[35100927] {3, 100, 3}. MO buy arrived. Sell at 110.54 (35100927). [54, -5969.08].
[35101000] {3, 100, 3}.   Buy at 110.56 (35100992). [55, -6079.64].
[35108754] {2, 100, 3}. MO buy arrived. Sell at 110.54 (35108754). [54, -5969.10].
[35114989] {2, 0, 2}. MO buy arrived. Sell at 110.54 (35114989). [53, -5858.56].
[35114990] {2, 0, 2}. MO buy arrived. Sell at 110.54 (35114990). [52, -5748.02].
[35120288] {3, 0, 3}. MO buy arrived. Sell at 110.54 (35120288). [51, -5637.48].
[35120510] {3, 0, 2}. MO buy arrived. Sell at 110.54 (35120510). [50, -5526.94].
[35124229] {2, 0, 2}. MO sell arrived. Buy at 110.54 (35124229). [51, -5637.48].
[35124233] {2, 0, 2}. MO buy arrived. Sell at 110.51 (35124233). [50, -5526.97].
[35124677] {2, -400, 3}. MO sell arrived. Buy at 110.52 (35124677). [51, -5637.49].
[35124678] {2, -400, 3}. MO sell arrived. Buy at 110.51 (35124678). [52, -5748.00].
[35124837] {2, -400, 3}. MO sell arrived. Buy at 110.51 (35124837). [53, -5858.51].
[35124837] {2, -400, 3}. MO buy arrived. Sell at 110.48 (35124837). [52, -5748.03].
[35125932] {3, -700, 3}. MO sell arrived. Buy at 110.51 (35125932). [53, -5858.54].
[35125932] {3, -700, 3}. MO sell arrived. Buy at 110.51 (35125932). [54, -5969.05].
[35125933] {3, -700, 3}. MO sell arrived. Buy at 110.50 (35125933). [55, -6079.55].
[35126000] {3, -700, 3}. Sell at 110.42 (35125954). [54, -5969.13].
[35127000] {3, 100, 3}.   Buy at 110.47 (35126959). [55, -6079.60].
