[timestamp] {imbalance_prev, dS_prev, imbalance_curr}. Buy/Sell price (timestamp). [Asset, Cash]
[41452400] {2, -100, 2}. Sell at 34.02 (41452383). [3, -104.42].
[41554800] {3, 100, 3}.   Buy at 34.04 (41554756). [4, -138.46].
[41563200] {3, -100, 3}. Sell at 34.02 (41563182). [3, -104.44].
[41611200] {1, -100, 1}. Sell at 34.02 (41611167). [2, -70.42].
[41655200] {3, 100, 3}.   Buy at 34.05 (41655192). [3, -104.47].
[41715200] {2, -100, 2}. Sell at 34.03 (41715156). [2, -70.44].
[41740800] {2, 100, 2}.   Buy at 34.05 (41740624). [3, -104.49].
[41758000] {2, -100, 2}. Sell at 34.03 (41758000). [2, -70.46].
[41829600] {1, -100, 1}. Sell at 34.02 (41829579). [1, -36.44].
[41978800] {4, 100, 4}.   Buy at 34.07 (41978769). [2, -70.51].
[42012000] {3, -100, 3}. Sell at 34.05 (42011953). [1, -36.46].
[42080400] {4, 100, 4}.   Buy at 34.05 (42080355). [2, -70.51].
[42281200] {3, -100, 3}. Sell at 34.02 (42281189). [1, -36.49].
[42461600] {2, 100, 2}.   Buy at 34.02 (42461507). [2, -70.51].
[42639200] {1, -100, 1}. Sell at 33.99 (42639166). [1, -36.52].
[42717200] {2, -100, 2}. Sell at 34.02 (42717169). [0, -2.50].
[42737200] {3, 100, 3}.   Buy at 34.04 (42737177). [1, -36.54].
[42808000] {4, 100, 4}.   Buy at 34.03 (42807990). [2, -70.57].
[43046000] {3, 100, 3}.   Buy at 34.03 (43045975). [3, -104.60].
[43119600] {2, -100, 2}. Sell at 34.02 (43119600). [2, -70.58].
[43139600] {2, -100, 2}. Sell at 34.03 (43139562). [1, -36.55].
[43214400] {2, -100, 2}. Sell at 34.02 (43214389). [0, -2.53].
[43331600] {3, 100, 3}.   Buy at 34.04 (43331580). [1, -36.57].
[43348000] {3, 100, 3}.   Buy at 34.05 (43347990). [2, -70.62].
[43443600] {3, 100, 3}.   Buy at 34.03 (43443585). [3, -104.65].
[43489200] {3, 100, 3}.   Buy at 34.03 (43489196). [4, -138.68].
[43594800] {2, 100, 2}.   Buy at 34.05 (43594796). [5, -172.73].
[43618800] {3, 100, 3}.   Buy at 34.02 (43618534). [6, -206.75].
[43687600] {3, 100, 3}.   Buy at 34.02 (43687597). [7, -240.77].
[43740800] {3, 100, 3}.   Buy at 34.04 (43740755). [8, -274.81].
[43748400] {3, -100, 3}. Sell at 34.02 (43748397). [7, -240.79].
[43752800] {2, -100, 2}. Sell at 34.01 (43752770). [6, -206.78].
[43862400] {2, -100, 2}. Sell at 34.01 (43862399). [5, -172.77].
[44062400] {3, 100, 3}.   Buy at 34.03 (44062383). [6, -206.80].
[44149200] {2, -100, 2}. Sell at 34.01 (44149166). [5, -172.79].
[44298800] {3, 100, 3}.   Buy at 34.02 (44298798). [6, -206.81].
[44344400] {2, -100, 2}. Sell at 34.00 (44344363). [5, -172.81].
[44348400] {3, 100, 3}.   Buy at 34.02 (44348391). [6, -206.83].
[44393200] {3, 100, 3}.   Buy at 34.03 (44393197). [7, -240.86].
[44705600] {2, -200, 2}. Sell at 33.98 (44705597). [6, -206.88].
[44711200] {1, -100, 1}. Sell at 33.97 (44711175). [5, -172.91].
[45000000] {3, 100, 3}.   Buy at 34.01 (45000000). [6, -206.92].
[45011200] {3, 100, 3}.   Buy at 34.02 (45011200). [7, -240.94].
[45138800] {1, 100, 1}.   Buy at 34.03 (45138788). [8, -274.97].
[45384400] {3, 100, 3}.   Buy at 34.04 (45384400). [9, -309.01].
[45420800] {2, -100, 2}. Sell at 34.01 (45420800). [8, -275.00].
[45534400] {3, -100, 3}. Sell at 34.01 (45534379). [7, -240.99].
[45597600] {4, 100, 4}.   Buy at 34.04 (45597533). [8, -275.03].
[45608800] {3, 100, 3}.   Buy at 34.05 (45608767). [9, -309.08].
[45656000] {3, 100, 3}.   Buy at 34.06 (45655994). [10, -343.14].
[45660000] {2, -100, 2}. Sell at 34.04 (45659958). [9, -309.10].
[46045600] {2, -100, 2}. Sell at 34.00 (46045600). [8, -275.10].
[46277200] {3, 100, 3}.   Buy at 34.02 (46277147). [9, -309.12].
[46477600] {3, 100, 3}.   Buy at 34.01 (46477598). [10, -343.13].
[46604800] {1, -100, 1}. Sell at 33.99 (46604780). [9, -309.14].
[46632400] {1, -100, 1}. Sell at 33.97 (46632385). [8, -275.17].
[46656800] {3, 100, 3}.   Buy at 34.00 (46656787). [9, -309.17].
[46732800] {3, 100, 3}.   Buy at 34.00 (46732665). [10, -343.17].
[46975200] {4, 100, 4}.   Buy at 33.99 (46975199). [11, -377.16].
[47062000] {2, -100, 2}. Sell at 33.97 (47061950). [10, -343.19].
[47172000] {1, -100, 1}. Sell at 33.98 (47171976). [9, -309.21].
[47213600] {1, -100, 1}. Sell at 33.96 (47213597). [8, -275.25].
[47285600] {2, -100, 2}. Sell at 33.95 (47285575). [7, -241.30].
[47339600] {2, 100, 2}.   Buy at 33.96 (47339526). [8, -275.26].
[47377200] {2, -100, 2}. Sell at 33.93 (47377195). [7, -241.33].
[47630000] {2, 100, 2}.   Buy at 33.91 (47629932). [8, -275.24].
[47717200] {2, -100, 2}. Sell at 33.86 (47716998). [7, -241.38].
[47810800] {1, -100, 1}. Sell at 33.84 (47810797). [6, -207.54].
[47890800] {2, -100, 2}. Sell at 33.82 (47890795). [5, -173.72].
[47891200] {2, 100, 2}.   Buy at 33.84 (47891114). [6, -207.56].
[47893600] {2, -100, 2}. Sell at 33.82 (47893459). [5, -173.74].
[47922000] {2, -100, 2}. Sell at 33.80 (47921991). [4, -139.94].
[47926400] {2, 100, 2}.   Buy at 33.82 (47926399). [5, -173.76].
[47999600] {2, 100, 2}.   Buy at 33.82 (47999594). [6, -207.58].
[48147200] {2, -100, 2}. Sell at 33.82 (48147103). [5, -173.76].
[48148000] {2, -100, 2}. Sell at 33.81 (48147993). [4, -139.95].
[48228800] {3, -100, 3}. Sell at 33.80 (48228642). [3, -106.15].
[48257600] {2, -100, 2}. Sell at 33.77 (48257569). [2, -72.38].
[48293600] {2, 100, 2}.   Buy at 33.79 (48293528). [3, -106.17].
[48330400] {2, 100, 2}.   Buy at 33.80 (48330309). [4, -139.97].
[48342000] {3, 100, 3}.   Buy at 33.81 (48342000). [5, -173.78].
[48342400] {3, 100, 3}.   Buy at 33.81 (48342390). [6, -207.59].
[48465600] {3, 100, 3}.   Buy at 33.83 (48465600). [7, -241.42].
[48468800] {3, 100, 3}.   Buy at 33.84 (48468789). [8, -275.26].
[48492400] {4, 100, 4}.   Buy at 33.82 (48492398). [9, -309.08].
[48566800] {2, -100, 2}. Sell at 33.80 (48566695). [8, -275.28].
[48569600] {4, 100, 4}.   Buy at 33.82 (48569547). [9, -309.10].
[48589600] {3, 200, 3}.   Buy at 33.85 (48589591). [10, -342.95].
[48590400] {1, -100, 1}. Sell at 33.83 (48590381). [9, -309.12].
[48591600] {2, -100, 2}. Sell at 33.82 (48591590). [8, -275.30].
[48638800] {3, 200, 3}.   Buy at 33.85 (48638799). [9, -309.15].
[48716400] {3, 100, 3}.   Buy at 33.88 (48716374). [10, -343.03].
[48774400] {4, 100, 4}.   Buy at 33.89 (48774386). [11, -376.92].
[49317200] {2, -100, 2}. Sell at 33.90 (49317189). [10, -343.02].
[49638400] {3, 100, 3}.   Buy at 33.90 (49638399). [11, -376.92].
[49650400] {3, 100, 3}.   Buy at 33.91 (49650398). [12, -410.83].
[50176800] {2, -100, 2}. Sell at 33.89 (50176792). [11, -376.94].
[50211600] {3, 100, 3}.   Buy at 33.91 (50211596). [12, -410.85].
[50278000] {2, -100, 2}. Sell at 33.88 (50278000). [11, -376.97].
[50294000] {2, 100, 2}.   Buy at 33.90 (50293945). [12, -410.87].
[50332400] {3, 100, 3}.   Buy at 33.91 (50332368). [13, -444.78].
[50335600] {3, -100, 3}. Sell at 33.89 (50335481). [12, -410.89].
[50399200] {1, -100, 1}. Sell at 33.87 (50399200). [11, -377.02].
[50427600] {3, 100, 3}.   Buy at 33.89 (50427532). [12, -410.91].
[50881200] {2, 100, 2}.   Buy at 33.88 (50881153). [13, -444.79].
[51007600] {2, 100, 2}.   Buy at 33.89 (51007548). [14, -478.68].
[51212800] {2, -100, 2}. Sell at 33.88 (51212726). [13, -444.80].
[51436400] {1, -100, 1}. Sell at 33.86 (51436351). [12, -410.94].
[51696400] {1, -100, 1}. Sell at 33.85 (51696357). [11, -377.09].
[51725200] {1, -100, 1}. Sell at 33.84 (51725186). [10, -343.25].
[51726000] {1, -100, 1}. Sell at 33.83 (51725990). [9, -309.42].
[51742800] {1, 100, 1}.   Buy at 33.85 (51742799). [10, -343.27].
[51821200] {2, -100, 2}. Sell at 33.84 (51821195). [9, -309.43].
[51859200] {3, 100, 3}.   Buy at 33.86 (51859192). [10, -343.29].
[52054400] {3, 100, 3}.   Buy at 33.86 (52054391). [11, -377.15].
[52227600] {3, 100, 3}.   Buy at 33.89 (52227600). [12, -411.04].
[52264000] {3, 100, 3}.   Buy at 33.90 (52263991). [13, -444.94].
[52476800] {2, -100, 2}. Sell at 33.90 (52476799). [12, -411.04].
[52488000] {3, 100, 3}.   Buy at 33.91 (52487998). [13, -444.95].
[52532800] {3, -100, 3}. Sell at 33.88 (52532752). [12, -411.07].
[52664800] {1, -100, 1}. Sell at 33.87 (52664799). [11, -377.20].
[52804800] {3, 100, 3}.   Buy at 33.90 (52804771). [12, -411.10].
[52842400] {3, 100, 3}.   Buy at 33.92 (52842368). [13, -445.02].
[53105600] {1, -100, 1}. Sell at 33.84 (53105588). [12, -411.18].
[53148800] {3, 100, 3}.   Buy at 33.87 (53148789). [13, -445.05].
[53312000] {3, -100, 3}. Sell at 33.87 (53311981). [12, -411.18].
[53325600] {2, -100, 2}. Sell at 33.88 (53325569). [11, -377.30].
[53338000] {2, 100, 2}.   Buy at 33.91 (53337994). [12, -411.21].
[53364800] {3, -100, 3}. Sell at 33.89 (53364784). [11, -377.32].
[53662800] {3, 100, 3}.   Buy at 33.91 (53662740). [12, -411.23].
[53823200] {1, -100, 1}. Sell at 33.88 (53823180). [11, -377.35].
[53826800] {1, -100, 1}. Sell at 33.87 (53826785). [10, -343.48].
[53844000] {3, 100, 3}.   Buy at 33.88 (53843999). [11, -377.36].
[53847200] {3, 100, 3}.   Buy at 33.89 (53847125). [12, -411.25].
[53856000] {2, -100, 2}. Sell at 33.88 (53855964). [11, -377.37].
[53862000] {2, 100, 2}.   Buy at 33.90 (53861997). [12, -411.27].
[53974000] {1, -100, 1}. Sell at 33.89 (53973996). [11, -377.38].
[54123600] {2, -100, 2}. Sell at 33.88 (54123598). [10, -343.50].
[54148800] {4, 100, 4}.   Buy at 33.89 (54148770). [11, -377.39].
[54290800] {4, -100, 4}. Sell at 33.87 (54290774). [10, -343.52].
[54313600] {4, 100, 4}.   Buy at 33.90 (54313575). [11, -377.42].
[54359600] {3, -100, 3}. Sell at 33.91 (54359588). [10, -343.51].
[54360400] {3, -100, 3}. Sell at 33.90 (54360375). [9, -309.61].
[54396800] {1, -100, 1}. Sell at 33.88 (54396790). [8, -275.73].
[54429200] {2, 100, 2}.   Buy at 33.90 (54429177). [9, -309.63].
[54508400] {2, -100, 2}. Sell at 33.91 (54508398). [8, -275.72].
[54620800] {3, 100, 3}.   Buy at 33.91 (54620792). [9, -309.63].
[54636000] {3, 100, 3}.   Buy at 33.92 (54635981). [10, -343.55].
[54636800] {3, -100, 3}. Sell at 33.90 (54636790). [9, -309.65].
[54712800] {1, -100, 1}. Sell at 33.88 (54712782). [8, -275.77].
[54743200] {3, 100, 3}.   Buy at 33.91 (54743169). [9, -309.68].
[54756800] {4, 100, 4}.   Buy at 33.93 (54756797). [10, -343.61].
[54836400] {2, -100, 2}. Sell at 33.89 (54836386). [9, -309.72].
[54900800] {1, -100, 1}. Sell at 33.88 (54900756). [8, -275.84].
[54931600] {1, -100, 1}. Sell at 33.88 (54931598). [7, -241.96].
[54953200] {3, -100, 3}. Sell at 33.89 (54953200). [6, -208.07].
[54968800] {2, -100, 2}. Sell at 33.89 (54968765). [5, -174.18].
