[34203000] IB_p=2, DS_p=200, IB_c=2. Buy asset.
[36867000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[36986000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[37021000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[37079000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[37104000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[37113000] IB_p=3, DS_p=-200, IB_c=3. Sell asset.
[37177000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[37242000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[37248000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[37471000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[37478000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[37600000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[37850000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[38144000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[38290000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[38440000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[38510000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[38527000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[38730000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[39036000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[39076000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[39082000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[39092000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[39372000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[39378000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[39451000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[39550000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[39592000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[39706000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[40138000] IB_p=3, DS_p=-100, IB_c=3. Sell asset.
[40153000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[40308000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[40330000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[40526000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[40659000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[40784000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[40918000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[41355000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[41429000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[41454000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[41742000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[41882000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[41980000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[42026000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[42082000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[42444000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[42463000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[42719000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[43216000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[43333000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[43445000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[43491000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[43760000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[43864000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[44064000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[44346000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[44395000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[45140000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[45333000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[45392000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[45456000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[45536000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[45596000] IB_p=3, DS_p=-100, IB_c=3. Sell asset.
[45599000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[46479000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[46627000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[46634000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[46721000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[46734000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[47287000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[47379000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[47645000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[47810000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[47928000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[47995000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[48001000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48230000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[48239000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[48332000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48344000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48494000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[48586000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48591000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48592000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[48593000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[48718000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[48776000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[49295000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[49319000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[49640000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[49652000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[50276000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[50334000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[50337000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[50372000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[50429000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[51009000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[51438000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[51698000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[51861000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[51923000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[51931000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[52056000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[52480000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[52844000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[52969000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[53107000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[53150000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[53688000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[53750000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[53967000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[54150000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[54305000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[54315000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[54336000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[54362000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[54510000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[54686000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[54745000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[54790000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[54794000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[54875000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[54923000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[54985000] IB_p=2, DS_p=-200, IB_c=2. Sell asset.
[54999000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[55005000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[55141000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[55159000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[55177000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[55278000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[55354000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[55975000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[56204000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[56243000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[56284000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[56297000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[56515000] IB_p=3, DS_p=100, IB_c=3. Buy asset.
[56639000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[56778000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[56975000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[56999000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[57002000] IB_p=1, DS_p=100, IB_c=1. Buy asset.
[57114000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[57183000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[57295000] IB_p=2, DS_p=-200, IB_c=2. Sell asset.
[57345000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[57361000] IB_p=1, DS_p=-100, IB_c=1. Sell asset.
[57372000] IB_p=2, DS_p=100, IB_c=2. Buy asset.
[57597000] IB_p=2, DS_p=-100, IB_c=2. Sell asset.
[57600000] Liquiding long position 14 shares at 339700.
[57600000] Final cash: -20800.
